dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,6.769730,1.774397,20.206926,2.607427,-0.497959,0.000000,3.008602
0.050000,6.641126,1.791602,20.336674,2.582529,-0.497959,0.000000,3.008594
0.050000,6.513758,1.808644,20.465178,2.557631,-0.497959,0.000000,3.008553
0.050000,6.387624,1.825529,20.592438,2.532733,-0.497959,0.000000,3.008481
0.050000,6.262725,1.842260,20.718452,2.507835,-0.497959,0.000000,3.008378
0.050000,6.139062,1.858839,20.843221,2.482937,-0.497959,0.000000,3.008245
0.050000,6.016636,1.875272,20.966746,2.458039,-0.497959,0.000000,3.008082
0.050000,5.895446,1.891561,21.089025,2.433141,-0.497959,0.000000,3.007889
0.050000,5.775493,1.907708,21.210060,2.408243,-0.497959,-0.000000,3.007668
0.050000,5.656778,1.923717,21.329849,2.383346,-0.497959,0.000000,3.007418
0.050000,5.539301,1.939592,21.448394,2.358448,-0.497959,0.000000,3.007140
0.050000,5.423062,1.955333,21.565694,2.333550,-0.497959,0.000000,3.006833
0.050000,5.308062,1.970944,21.681749,2.308652,-0.497959,0.000000,3.006498
0.050000,5.194300,1.986428,21.796559,2.283754,-0.497959,0.000000,3.006135
0.050000,5.081778,2.001786,21.910125,2.258856,-0.497959,0.000000,3.005744
0.050000,4.970496,2.017020,22.022445,2.233958,-0.497959,0.000000,3.005324
0.050000,4.860454,2.032134,22.133520,2.209060,-0.497959,0.000000,3.004876
0.050000,4.751651,2.047128,22.243351,2.184162,-0.497959,-0.000000,3.004400
0.050000,4.644090,2.062006,22.351937,2.159264,-0.497959,0.000000,3.003894
0.050000,4.537769,2.076768,22.459277,2.134366,-0.497959,0.000000,3.003360
0.050000,4.432689,2.091416,22.565373,2.109468,-0.497959,0.000000,3.002796
0.050000,4.328851,2.105953,22.670224,2.084570,-0.497959,0.000000,3.002202
0.050000,4.226254,2.120380,22.773830,2.059672,-0.497959,0.000000,3.001578
0.050000,4.124899,2.134698,22.876191,2.034774,-0.497959,-0.000000,3.000922
0.050000,4.024787,2.148909,22.977308,2.009876,-0.497959,0.000000,3.000235
0.050000,3.925917,2.163015,23.077179,1.984978,-0.497959,0.000000,2.999516
0.050000,3.828289,2.177017,23.175805,1.960080,-0.497959,-0.000000,2.998764
0.050000,3.731905,2.190916,23.273187,1.935182,-0.497959,0.000000,2.997979
0.050000,3.636763,2.204714,23.369324,1.910284,-0.497959,0.000000,2.997158
0.050000,3.542865,2.218412,23.464215,1.885386,-0.497959,-0.000000,2.996302
0.050000,3.450211,2.232011,23.557862,1.860488,-0.497959,0.000000,2.995410
0.050000,3.358801,2.245512,23.650264,1.835590,-0.497959,0.000000,2.994480
0.050000,3.268635,2.258918,23.741421,1.810692,-0.497959,0.000000,2.993512
0.050000,3.179713,2.272228,23.831333,1.785794,-0.497959,0.000000,2.992503
0.050000,3.092037,2.285444,23.920001,1.760897,-0.497959,-0.000000,2.991454
0.050000,3.005605,2.298567,24.007423,1.735999,-0.497959,0.000000,2.990361
0.050000,2.920418,2.311598,24.093601,1.711101,-0.497959,0.000000,2.989224
0.050000,2.836477,2.324538,24.178533,1.686203,-0.497959,0.000000,2.988042
0.050000,2.753782,2.337388,24.262221,1.661305,-0.497959,0.000000,2.986811
0.050000,2.672333,2.350150,24.344664,1.636407,-0.497959,-0.000000,2.985531
0.050000,2.592130,2.362823,24.425861,1.611509,-0.497959,0.000000,2.984200
0.050000,2.513174,2.375410,24.505814,1.586611,-0.497959,-0.000000,2.982814
0.050000,2.435465,2.387910,24.584523,1.561713,-0.497959,0.000000,2.981373
0.050000,2.359003,2.400325,24.661986,1.536815,-0.497959,0.000000,2.979873
0.050000,2.283789,2.412655,24.738204,1.511917,-0.497959,-0.000000,2.978311
0.050000,2.209822,2.424902,24.813177,1.487019,-0.497959,0.000000,2.976686
0.050000,2.137104,2.437067,24.886906,1.462121,-0.497959,0.000000,2.974993
0.050000,2.065635,2.449149,24.959390,1.437223,-0.497959,0.000000,2.973229
0.050000,1.995414,2.461150,25.030628,1.412325,-0.497959,0.000000,2.971391
0.050000,1.926443,2.473071,25.100622,1.387427,-0.497959,-0.000000,2.969475
0.050000,1.858722,2.484913,25.169371,1.362529,-0.497959,0.000000,2.967477
0.050000,1.792251,2.496676,25.236875,1.337631,-0.497959,0.000000,2.965392
0.050000,1.727030,2.508361,25.303134,1.312733,-0.497959,0.000000,2.963215
0.050000,1.663060,2.519968,25.368148,1.287835,-0.497959,-0.000000,2.960941
0.050000,1.600342,2.531499,25.431918,1.262937,-0.497959,0.000000,2.958565
0.050000,1.538876,2.542955,25.494442,1.238039,-0.497959,0.000000,2.956079
0.050000,1.478663,2.554335,25.555722,1.213141,-0.497959,-0.000000,2.953478
0.050000,1.419702,2.565642,25.615756,1.188243,-0.497959,0.000000,2.950754
0.050000,1.361996,2.576875,25.674546,1.163346,-0.497959,-0.000000,2.947899
0.050000,1.305544,2.588035,25.732091,1.138448,-0.497959,0.000000,2.944903
0.050000,1.250346,2.599123,25.788391,1.113550,-0.497959,0.000000,2.941758
0.050000,1.196405,2.610140,25.843446,1.088652,-0.497959,0.000000,2.938453
0.050000,1.143720,2.621086,25.897256,1.063754,-0.497959,0.000000,2.934976
0.050000,1.092292,2.631963,25.949821,1.038856,-0.497959,-0.000000,2.931315
0.050000,1.042123,2.642770,26.001141,1.013958,-0.497959,0.000000,2.927455
0.050000,0.993213,2.653510,26.051217,0.989060,-0.497959,0.000000,2.923380
0.050000,0.945563,2.664182,26.100047,0.964162,-0.497959,0.000000,2.919074
0.050000,0.899174,2.674788,26.147633,0.939264,-0.497959,-0.000000,2.914517
0.050000,0.854048,2.685328,26.193974,0.914366,-0.497959,0.000000,2.909687
0.050000,0.810186,2.695804,26.239070,0.889468,-0.497959,-0.000000,2.904560
0.050000,0.767589,2.706215,26.282921,0.864570,-0.497959,0.000000,2.899109
0.050000,0.726259,2.716563,26.325527,0.839672,-0.497959,0.000000,2.893304
0.050000,0.686197,2.726850,26.366888,0.814774,-0.497959,-0.000000,2.887110
0.050000,0.647406,2.737075,26.407004,0.789876,-0.497959,0.000000,2.880487
0.050000,0.609887,2.747241,26.445875,0.764978,-0.497959,-0.000000,2.873391
0.050000,0.573644,2.757347,26.483502,0.740080,-0.497959,0.000000,2.865771
0.050000,0.538678,2.767396,26.519883,0.715182,-0.497959,0.000000,2.857569
0.050000,0.504992,2.777389,26.555020,0.690284,-0.497959,-0.000000,2.848715
0.050000,0.472590,2.787326,26.588912,0.665386,-0.497959,0.000000,2.839133
0.050000,0.441475,2.797209,26.621559,0.640488,-0.497959,0.000000,2.828729
0.050000,0.411652,2.807040,26.652961,0.615590,-0.497959,-0.000000,2.817397
0.050000,0.383124,2.816819,26.683118,0.590692,-0.497959,0.000000,2.805010
0.050000,0.355899,2.826548,26.712030,0.565794,-0.497959,0.000000,2.791418
0.050000,0.329981,2.836230,26.739697,0.540897,-0.497959,0.000000,2.776441
0.050000,0.305378,2.845864,26.766120,0.515999,-0.497959,-0.000000,2.759863
0.050000,0.282098,2.855452,26.791297,0.491101,-0.497959,0.000000,2.741425
0.050000,0.260151,2.864996,26.815230,0.466203,-0.497959,0.000000,2.720811
0.050000,0.239549,2.874496,26.837917,0.441305,-0.497959,-0.000000,2.697631
0.050000,0.220304,2.883951,26.859360,0.416407,-0.497959,-0.000000,2.671410
0.050000,0.202432,2.893360,26.879558,0.391509,-0.497959,0.000000,2.641559
0.050000,0.185953,2.902720,26.898511,0.366611,-0.497959,-0.000000,2.607352
0.050000,0.170888,2.912025,26.916219,0.341713,-0.497959,0.000000,2.567896
0.050000,0.157261,2.921261,26.932682,0.316815,-0.497959,0.000000,2.522105
0.050000,0.145103,2.930411,26.947901,0.291917,-0.497959,-0.000000,2.468700
0.050000,0.134443,2.939442,26.961874,0.267019,-0.497959,0.000000,2.406257
0.050000,0.125309,2.948303,26.974602,0.242121,-0.497959,-0.000000,2.333381
0.050000,0.117721,2.956917,26.986086,0.217223,-0.497959,0.000000,2.249093
0.050000,0.111671,2.965173,26.996325,0.192325,-0.497959,-0.000000,2.153534
0.050000,0.107110,2.972919,27.005319,0.167427,-0.497959,0.000000,2.048904
0.050000,0.103914,2.979975,27.013067,0.142529,-0.497959,-0.000000,1.940160
0.050000,0.101884,2.986150,27.019571,0.117631,-0.497959,-0.000000,1.834664
0.050000,0.100750,2.991284,27.024831,0.092733,-0.497959,0.000000,1.740466
0.050000,0.100222,2.995262,27.028845,0.067835,-0.497959,0.000000,1.664195
0.050000,0.100039,2.998025,27.031614,0.042937,-0.497959,0.000000,1.609983
0.050000,0.100002,2.999549,27.033139,0.018039,-0.497959,0.000000,1.579770
0.050000,0.100000,3.000000,27.033590,0.000000,-0.360788,2.743428,1.570796
0.050000,0.100000,3.000000,27.033590,0.000000,0.000000,7.215756,1.570796
