dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,2.239850,0.235113,2.880931,1.694665,0.498431,0.000000,0.781305
0.050000,2.300460,0.295214,2.966287,1.719587,0.498431,-0.000000,0.781059
0.050000,2.361970,0.356177,3.052889,1.744508,0.498431,0.000000,0.780805
0.050000,2.424381,0.418001,3.140738,1.769430,0.498431,-0.000000,0.780540
0.050000,2.487694,0.480685,3.229832,1.794351,0.498431,0.000000,0.780266
0.050000,2.551910,0.544228,3.320173,1.819273,0.498431,-0.000000,0.779981
0.050000,2.617031,0.608628,3.411760,1.844194,0.498431,-0.000000,0.779684
0.050000,2.683058,0.673884,3.504593,1.869116,0.498431,0.000000,0.779376
0.050000,2.749992,0.739996,3.598671,1.894038,0.498431,-0.000000,0.779056
0.050000,2.817834,0.806960,3.693996,1.918959,0.498431,0.000000,0.778722
0.050000,2.886586,0.874777,3.790567,1.943881,0.498431,-0.000000,0.778375
0.050000,2.956249,0.943444,3.888384,1.968802,0.498431,0.000000,0.778013
0.050000,3.026826,1.012960,3.987447,1.993724,0.498431,-0.000000,0.777635
0.050000,3.098318,1.083322,4.087757,2.018645,0.498431,-0.000000,0.777240
0.050000,3.170726,1.154530,4.189312,2.043567,0.498431,0.000000,0.776828
0.050000,3.244054,1.226580,4.292113,2.068488,0.498431,0.000000,0.776396
0.050000,3.318302,1.299471,4.396161,2.093410,0.498431,-0.000000,0.775945
0.050000,3.393474,1.373200,4.501454,2.118331,0.498431,0.000000,0.775472
0.050000,3.469571,1.447764,4.607994,2.143253,0.498431,0.000000,0.774975
0.050000,3.546597,1.523162,4.715780,2.168175,0.498431,-0.000000,0.774454
0.050000,3.624554,1.599389,4.824811,2.193096,0.498431,0.000000,0.773905
0.050000,3.703445,1.676444,4.935089,2.218018,0.498431,0.000000,0.773328
0.050000,3.783274,1.754321,5.046613,2.242939,0.498431,0.000000,0.772719
0.050000,3.864044,1.833018,5.159383,2.267861,0.498431,-0.000000,0.772076
0.050000,3.945759,1.912531,5.273399,2.292782,0.498431,0.000000,0.771395
0.050000,4.028424,1.992855,5.388661,2.317704,0.498431,0.000000,0.770674
0.050000,4.112043,2.073985,5.505170,2.342625,0.498431,0.000000,0.769909
0.050000,4.196620,2.155916,5.622924,2.367547,0.498431,0.000000,0.769094
0.050000,4.282163,2.238642,5.741924,2.392468,0.498431,0.000000,0.768226
0.050000,4.368675,2.322157,5.862171,2.417390,0.498431,0.000000,0.767298
0.050000,4.456166,2.406453,5.983663,2.442312,0.498431,-0.000000,0.766303
0.050000,4.544642,2.491523,6.106402,2.467233,0.498431,0.000000,0.765234
0.050000,4.634111,2.577357,6.230387,2.492155,0.498431,0.000000,0.764081
0.050000,4.724583,2.663945,6.355617,2.517076,0.498431,0.000000,0.762835
0.050000,4.816069,2.751276,6.482094,2.541998,0.498431,0.000000,0.761481
0.050000,4.908581,2.839337,6.609817,2.566919,0.498431,0.000000,0.760005
0.050000,5.002133,2.928112,6.738786,2.591841,0.498431,0.000000,0.758387
0.050000,5.096740,3.017585,6.869001,2.616762,0.498431,0.000000,0.756606
0.050000,5.192423,3.107734,7.000463,2.641684,0.498431,0.000000,0.754632
0.050000,5.289201,3.198537,7.133170,2.666606,0.498431,0.000000,0.752429
0.050000,5.387103,3.289963,7.267123,2.691527,0.498431,0.000000,0.749952
0.050000,5.486158,3.381979,7.402322,2.716449,0.498431,0.000000,0.747140
0.050000,5.586405,3.474542,7.538768,2.741370,0.498431,0.000000,0.743914
0.050000,5.687892,3.567598,7.676459,2.766292,0.498431,0.000000,0.740165
0.050000,5.790679,3.661078,7.815397,2.791213,0.498431,0.000000,0.735738
0.050000,5.894844,3.754891,7.955581,2.816135,0.498431,0.000000,0.730409
0.050000,6.000494,3.848915,8.097011,2.841056,0.498431,0.000000,0.723830
0.050000,6.107776,3.942972,8.239686,2.865978,0.498431,0.000000,0.715438
0.050000,6.216909,4.036799,8.383608,2.890899,0.498431,0.000000,0.704237
0.050000,6.327663,4.129482,8.528028,2.885903,-0.099932,-11.967268,0.688350
0.050000,6.439644,4.219487,8.671701,2.860981,-0.498431,-7.969970,0.663591
0.050000,6.553590,4.304915,8.814127,2.836060,-0.498431,-0.000000,0.617117
0.050000,6.672888,4.380197,8.955306,2.811138,-0.498431,0.000000,0.471174
0.050000,6.752470,4.341962,9.095240,2.786217,-0.498431,0.000000,4.409338
0.050000,6.692403,4.217224,9.233928,2.761295,-0.498431,0.000000,4.189099
0.050000,6.620082,4.100368,9.371370,2.736374,-0.498431,0.000000,4.134898
0.050000,6.544064,3.987366,9.507566,2.711452,-0.498431,0.000000,4.107960
0.050000,6.466390,3.877014,9.642515,2.686530,-0.498431,0.000000,4.091283
0.050000,6.387924,3.768757,9.776219,2.661609,-0.498431,0.000000,4.079745
0.050000,6.309130,3.662285,9.908676,2.636687,-0.498431,0.000000,4.071208
0.050000,6.230287,3.557403,10.039887,2.611766,-0.498431,0.000000,4.064602
0.050000,6.151580,3.453980,10.169853,2.586844,-0.498431,0.000000,4.059323
0.050000,6.073140,3.351923,10.298572,2.561923,-0.498431,0.000000,4.055003
0.050000,5.995062,3.251160,10.426045,2.537001,-0.498431,0.000000,4.051404
0.050000,5.917416,3.151639,10.552272,2.512080,-0.498431,0.000000,4.048362
0.050000,5.840260,3.053317,10.677253,2.487158,-0.498431,0.000000,4.045762
0.050000,5.763639,2.956160,10.800988,2.462237,-0.498431,0.000000,4.043520
0.050000,5.687588,2.860141,10.923476,2.437315,-0.498431,0.000000,4.041573
0.050000,5.612138,2.765235,11.044719,2.412393,-0.498431,0.000000,4.039873
0.050000,5.537314,2.671424,11.164716,2.387472,-0.498431,0.000000,4.038383
0.050000,5.463138,2.578690,11.283466,2.362550,-0.498431,0.000000,4.037072
0.050000,5.389626,2.487020,11.400971,2.337629,-0.498431,0.000000,4.035917
0.050000,5.316796,2.396401,11.517229,2.312707,-0.498431,0.000000,4.034898
0.050000,5.244661,2.306822,11.632242,2.287786,-0.498431,0.000000,4.034000
0.050000,5.173232,2.218275,11.746008,2.262864,-0.498431,0.000000,4.033210
0.050000,5.102521,2.130749,11.858528,2.237943,-0.498431,0.000000,4.032516
0.050000,5.032537,2.044238,11.969802,2.213021,-0.498431,0.000000,4.031909
0.050000,4.963288,1.958735,12.079830,2.188099,-0.498431,0.000000,4.031381
0.050000,4.894782,1.874234,12.188612,2.163178,-0.498431,0.000000,4.030926
0.050000,4.827025,1.790730,12.296148,2.138256,-0.498431,0.000000,4.030538
0.050000,4.760024,1.708217,12.402438,2.113335,-0.498431,0.000000,4.030212
0.050000,4.693785,1.626691,12.507481,2.088413,-0.498431,0.000000,4.029943
0.050000,4.628311,1.546148,12.611279,2.063492,-0.498431,0.000000,4.029729
0.050000,4.563609,1.466584,12.713830,2.038570,-0.498431,0.000000,4.029565
0.050000,4.499682,1.387996,12.815136,2.013649,-0.498431,0.000000,4.029450
0.050000,4.436534,1.310380,12.915195,1.988727,-0.498431,0.000000,4.029380
0.050000,4.374168,1.233734,13.014009,1.963806,-0.498431,-0.000000,4.029354
0.050000,4.312589,1.158054,13.111576,1.938884,-0.498431,0.000000,4.029370
0.050000,4.251799,1.083339,13.207897,1.913962,-0.498431,0.000000,4.029427
0.050000,4.191801,1.009586,13.302972,1.889041,-0.498431,-0.000000,4.029523
0.050000,4.132598,0.936793,13.396801,1.864119,-0.498431,0.000000,4.029657
0.050000,4.074192,0.864958,13.489384,1.839198,-0.498431,0.000000,4.029828
0.050000,4.016585,0.794078,13.580721,1.814276,-0.498431,0.000000,4.030036
0.050000,3.959780,0.724153,13.670812,1.789355,-0.498431,-0.000000,4.030280
0.050000,3.903779,0.655180,13.759656,1.764433,-0.498431,0.000000,4.030559
0.050000,3.848584,0.587158,13.847255,1.739512,-0.498431,0.000000,4.030874
0.050000,3.794196,0.520085,13.933608,1.714590,-0.498431,-0.000000,4.031224
0.050000,3.740617,0.453961,14.018714,1.689669,-0.498431,-0.000000,4.031608
0.050000,3.687849,0.388784,14.102574,1.664747,-0.498431,0.000000,4.032028
0.050000,3.635892,0.324552,14.185189,1.639825,-0.498431,0.000000,4.032483
0.050000,3.584750,0.261266,14.266557,1.614904,-0.498431,-0.000000,4.032973
0.050000,3.534422,0.198922,14.346679,1.589982,-0.498431,0.000000,4.033500
0.050000,3.484911,0.137522,14.425555,1.565061,-0.498431,0.000000,4.034062
0.050000,3.436216,0.077063,14.503185,1.540139,-0.498431,-0.000000,4.034662
0.050000,3.388341,0.017545,14.579569,1.515218,-0.498431,-0.000000,4.035299
0.050000,3.341284,-0.041034,14.654707,1.490296,-0.498431,0.000000,4.035975
0.050000,3.295048,-0.098672,14.728599,1.465375,-0.498431,0.000000,4.036690
0.050000,3.249634,-0.155373,14.801244,1.440453,-0.498431,-0.000000,4.037445
